City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,coahuayana de hidalgo,18.7,-103.6583,295.83,87,0,0.53,MX,1708694295
362,ambalangoda,6.2355,80.0538,299.11,85,98,1.59,LK,1708736053
363,kuressaare,58.2481,22.5039,274.23,99,99,1.54,EE,1708753255
364,tomatlan,19.9333,-105.25,295.37,62,14,0.55,MX,1708694733
365,mersing,2.4312,103.8405,302.1,74,20,3.09,MY,1708730188
366,dom pedrito,-30.9828,-54.6731,298.23,60,81,2.54,BR,1708680245
367,matelandia,-25.2408,-53.9964,294.52,95,99,1.93,BR,1708680409
368,mohr,54.3528,9.7167,276.2,92,18,3.09,DE,1708755823
369,euclides da cunha,-10.5075,-39.0158,295.32,86,3,2.8,BR,1708677525
370,fiambala,-27.6871,-67.6149,290.77,77,100,2.81,AR,1708683544
371,pereslavl'-zalesskiy,56.7393,38.8563,270.49,92,99,6.39,RU,1708749133
372,ciudad acuna,29.3232,-100.9522,297.47,25,0,2.57,MX,1708694165
373,toliara,-23.35,43.6667,299.22,79,48,2.74,MG,1708743492
374,nuuk,64.1835,-51.7216,261.48,73,100,3.65,GL,1708685854
375,salumbar,24.1333,74.05,287.21,20,0,2.13,IN,1708738276
376,aleksandrov gay,50.147,48.5704,258.63,83,4,3.18,RU,1708746073
377,urengoy,65.9667,78.3667,250.4,99,87,4.72,RU,1708741308
378,king,47.4665,-121.8179,278.62,88,4,0.45,US,1708700382
379,katsuura,35.1333,140.3,280.78,57,96,7.51,JP,1708722969
380,dokkum,53.3222,5.997,279.15,90,100,4.12,NL,1708756599
381,malango,-2.9627,119.9001,300.85,68,3,0.64,ID,1708726111
382,salinopolis,-0.6136,-47.3561,299.35,87,100,4.74,BR,1708679954
383,notodden,59.5594,9.2585,276.9,86,100,0.89,NO,1708756621
384,puerto san jose,13.9256,-90.8244,298.17,75,3,3.64,GT,1708691003
385,wurtulla,-26.7568,153.1256,301.01,76,100,2.2,AU,1708717033
386,kruisfontein,-34.0033,24.7314,291.97,92,10,8.29,ZA,1708747441
387,gizo,-8.103,156.8419,302.37,74,73,2.07,SB,1708717027
388,orchard homes,46.8633,-114.0484,280.23,49,0,3.09,US,1708698467
389,horta,38.5333,-28.6333,287.6,79,100,5.81,PT,1708763686
390,amursk,50.2261,136.8994,256.48,90,100,2.72,RU,1708724911
391,ginir,7.1333,40.7,287.64,48,85,2.07,ET,1708745533
392,bereeda,11.8704,51.0579,296.22,69,100,2.38,SO,1708743245
393,touros,-5.1989,-35.4608,299.58,84,0,3.96,BR,1708676903
394,ingeniero jacobacci,-41.3427,-69.5448,291.61,20,100,1.32,AR,1708683099
395,xixiang,35.1628,112.865,273.17,80,100,1.82,CN,1708729550
396,dolores,-36.3132,-57.6792,291.91,86,74,5.23,AR,1708680623
397,novodvinsk,64.4165,40.8122,273.01,92,100,4.87,RU,1708749943
398,kavieng,-2.5744,150.7967,302.6,70,86,0.74,PG,1708718712
399,cuatro cienegas de carranza,26.9833,-102.0833,292.42,35,100,2.83,MX,1708694315
400,ahwa,20.75,73.6833,288.12,22,0,0.85,IN,1708738206
401,florenville,49.6998,5.3074,277.25,97,99,3.5,BE,1708756400
402,lorengau,-2.0226,147.2712,301.71,79,84,0.7,PG,1708719581
403,ketchikan,55.3422,-131.6461,279.41,61,100,0.0,US,1708703553
404,lockwood,45.8191,-108.4149,282.09,33,20,9.77,US,1708697029
405,xining,36.6167,101.7667,266.4,74,100,0.78,CN,1708732299
406,victoria falls,-17.9235,25.843,292.7,48,4,2.2,ZW,1708748034
407,cidreira,-30.1811,-50.2056,297.39,86,0,1.27,BR,1708679220
408,kiunga,-6.1219,141.2906,303.35,65,100,1.43,PG,1708720844
409,ribas do rio pardo,-20.4431,-53.7592,297.07,88,100,1.69,BR,1708680599
410,nabire,-3.3667,135.4833,302.6,71,76,2.08,ID,1708722354
411,harstad,68.799,16.5293,277.81,80,27,3.98,NO,1708756891
412,pizarro,4.9533,-77.366,298.61,83,46,1.37,CO,1708687390
413,general pico,-35.6566,-63.7568,291.05,37,20,4.09,AR,1708682128
414,dingtao,35.0683,115.5625,271.18,72,100,3.27,CN,1708728897
415,kilinochchi,9.3961,80.3982,297.14,85,100,1.82,LK,1708736102
416,mitu,1.1983,-70.1733,301.05,59,100,0.73,CO,1708685506
417,brigantine,39.4101,-74.3646,279.29,95,0,2.57,US,1708688390
418,sandnessjoen,66.0217,12.6316,276.44,92,100,9.96,NO,1708757056
419,palmer,42.1584,-72.3287,277.8,83,100,1.32,US,1708688095
420,nenjiang,49.1833,125.2167,259.35,82,100,0.53,CN,1708727613
421,saint croix,17.7397,-64.7388,296.46,77,0,2.06,VI,1708684914
422,kavaratti,10.5669,72.642,300.68,61,97,3.0,IN,1708738012
423,eseka,3.65,10.7667,296.65,93,100,0.78,CM,1708752573
424,fisterra,42.9049,-9.2629,279.68,66,79,12.37,ES,1708759337
425,abu zabad,12.35,29.25,298.32,17,6,8.12,SD,1708748498
426,kapuskasing,49.4169,-82.4331,256.2,60,100,1.54,CA,1708691119
427,surovikino,48.6078,42.8486,267.86,84,95,4.75,RU,1708747303
428,noormarkku,61.5927,21.8685,274.03,93,0,3.6,FI,1708753933
429,kapit,2.0167,112.9333,300.15,83,83,0.42,MY,1708727989
430,amga,60.8953,131.9608,246.31,98,100,0.15,RU,1708727446
431,kismayo,-0.3582,42.5454,299.84,85,37,7.07,SO,1708744782
432,hinton,53.4001,-117.5857,271.79,85,80,2.6,CA,1708699955
433,timimoun,29.2639,0.231,285.36,28,0,3.09,DZ,1708756236
434,jumla,29.2747,82.1838,272.15,50,0,2.39,NP,1708736581
435,arvayheer,46.2639,102.775,258.11,79,16,1.2,MN,1708732738
436,hualien city,23.9769,121.6044,293.78,76,88,3.43,TW,1708726862
437,la sarre,48.8002,-79.1996,246.97,98,51,1.61,CA,1708690286
438,vancleave,30.5405,-88.6875,291.16,72,0,0.0,US,1708691290
439,tyup,42.7276,78.3648,265.38,88,100,3.02,KG,1708738317
440,red hill,33.9996,-79.2581,286.07,8,6,2.44,US,1708689224
441,montrose,38.4166,-108.2673,273.91,50,100,1.31,US,1708696453
442,raduzhny,62.0961,77.475,252.54,98,97,3.31,RU,1708740706
443,bodden town,19.2833,-81.25,299.15,68,20,1.79,KY,1708688946
444,rocha,-34.4833,-54.3333,294.53,88,100,3.97,UY,1708679943
445,ibarra,0.35,-78.1167,289.03,93,68,0.07,EC,1708687376
446,coquimbo,-29.9533,-71.3436,292.0,88,40,4.12,CL,1708684309
447,altai,46.3722,96.2583,253.53,84,97,0.18,MN,1708734309
448,new norfolk,-42.7826,147.0587,295.77,28,0,1.14,AU,1708717427
449,barakani,-12.1356,44.4317,300.71,78,43,1.55,KM,1708743833
450,kamina,-8.7386,24.9906,292.16,96,100,1.52,CD,1708748646
451,lazaro cardenas,17.9583,-102.2,297.2,83,7,1.77,MX,1708693911
452,vodnyy,63.5046,53.4095,267.27,93,99,4.08,RU,1708746737
453,arkalyk,50.2486,66.9114,244.0,88,3,2.3,KZ,1708741687
454,darwin,-12.4611,130.8418,304.29,80,75,5.66,AU,1708723078
455,simanggang,1.2472,111.4528,301.14,83,20,2.24,MY,1708728313
456,mata-utu,-13.2816,-176.1745,302.22,75,39,4.9,WF,1708796737
457,alaghsas,17.0187,8.0168,292.04,9,0,4.86,NE,1708753792
458,vilyuysk,63.7553,121.6247,247.48,100,100,0.7,RU,1708730455
459,niceville,30.5169,-86.4822,292.15,58,0,3.09,US,1708690759
460,wainwright,52.839,-110.8572,273.05,78,79,3.91,CA,1708698280
461,dudinka,69.4058,86.1778,251.27,94,98,7.14,RU,1708740425
462,kenai,60.5544,-151.2583,275.2,89,100,3.6,US,1708708999
463,ugoofaaru,5.6667,73.0,301.48,68,100,4.04,MV,1708737722
464,khandud,36.9513,72.318,250.73,90,83,0.76,AF,1708739381
465,mindif,10.3976,14.4363,297.94,37,100,1.45,CM,1708751970
466,donja mahala,45.0469,18.6664,284.14,53,100,6.24,BA,1708752803
467,'ain el melh,34.8415,4.1638,278.88,79,97,7.62,DZ,1708755598
468,tulun,54.5611,100.5792,249.34,100,100,1.84,RU,1708734075
469,marco island,25.9363,-81.7157,294.28,82,0,5.66,US,1708689377
470,tarawa,1.419,172.984,305.2,70,20,3.09,KI,1708713554
471,santa cruz,-17.8,-63.1667,297.85,100,40,3.09,BO,1708682987
472,carutapera,-1.195,-46.02,297.87,93,100,2.51,BR,1708679608
473,morehead city,34.7229,-76.726,286.17,88,75,5.14,US,1708688659
474,peterhead,57.5058,-1.7981,272.37,73,28,2.17,GB,1708758974
475,urumqi,43.801,87.6005,252.68,84,84,1.0,CN,1708736182
476,jiuquan,39.7432,98.5174,265.58,80,6,1.5,CN,1708733277
477,ingeniero guillermo n. juarez,-23.9,-61.85,298.56,78,98,4.76,AR,1708682365
478,port hedland,-20.3167,118.5667,305.18,66,40,4.63,AU,1708725661
479,yarmouth,41.7057,-70.2286,278.18,94,100,4.02,US,1708687558
480,qarauyl,48.9451,79.255,255.46,98,98,1.91,KZ,1708738607
481,pisco,-13.7,-76.2167,299.18,78,75,5.66,PE,1708686311
482,kajaani,64.2273,27.7285,275.18,93,100,5.66,FI,1708753035
483,thurso,58.5927,-3.5259,278.07,81,32,4.18,GB,1708759540
484,port augusta,-32.5,137.7667,299.21,22,0,3.32,AU,1708720389
485,greymouth,-42.4667,171.2,288.7,92,100,3.8,NZ,1708711654
486,khandyga,62.6667,135.6,239.49,93,45,0.51,RU,1708726893
487,pavlodar,52.3,76.95,250.04,77,0,3.0,KZ,1708739487
488,margate,51.3813,1.3862,277.54,86,100,1.79,GB,1708757502
489,hasaki,35.7333,140.8333,282.2,52,53,8.27,JP,1708722877
490,nago,26.5881,127.9761,294.9,70,79,5.16,JP,1708725461
491,vallenar,-28.5708,-70.7581,291.81,64,0,1.61,CL,1708684249
492,albertina,-22.2008,-46.6158,292.24,94,83,2.14,BR,1708678796
493,tezu,27.9167,96.1667,289.59,90,90,1.18,IN,1708733158
494,poronaysk,49.2167,143.1167,261.33,69,1,1.29,RU,1708723325
495,buka,40.8108,69.1986,274.55,99,100,1.56,UZ,1708740379
496,yanjiang,30.1211,104.6481,276.37,95,100,1.48,CN,1708731238
497,coxen hole,16.3244,-86.5366,294.75,78,0,2.06,HN,1708690080
498,nuku'alofa,-21.1333,-175.2,302.34,89,75,5.14,TO,1708796147
499,pingnan,23.5543,110.3976,281.04,74,100,2.53,CN,1708729530
500,colonia,50.9333,6.95,279.24,82,40,3.6,DE,1708756124
501,pathein,16.7833,94.7333,299.59,50,0,3.32,MM,1708732978
502,parkland,47.1554,-122.434,284.47,79,0,0.45,US,1708700503
503,ca mau,9.1769,105.15,303.55,57,6,4.97,VN,1708730154
504,bandar-e genaveh,29.5791,50.517,291.78,51,47,2.47,IR,1708744192
505,newman,37.3138,-121.0208,291.28,76,56,1.24,US,1708699440
506,barcelona,41.3888,2.159,284.01,59,20,6.17,ES,1708756492
507,peddapuram,17.0833,82.1333,298.2,83,10,1.18,IN,1708736014
508,turpan,42.9333,89.1667,272.64,35,37,1.13,CN,1708735742
509,mugia,43.1041,-9.2179,279.77,68,54,11.3,ES,1708759341
510,ulluaya,42.3738,47.3745,268.18,90,94,0.73,RU,1708745721
511,kollo,13.3043,2.339,300.39,18,1,3.75,NE,1708754994
512,utrik,11.2278,169.8474,299.22,81,68,9.78,MH,1708714717
513,kansanshi,-12.0951,26.4273,290.2,97,100,0.62,ZM,1708748157
514,guangshui,31.6199,113.9978,270.82,88,100,1.92,CN,1708729077
515,ploneour-lanvern,47.9,-4.2833,278.33,87,100,2.06,FR,1708758538
516,manacapuru,-3.2997,-60.6206,301.42,63,48,2.35,BR,1708683023
517,kapa'a,22.0752,-159.319,299.14,69,75,6.17,US,1708707803
518,richards bay,-28.783,32.0377,297.84,78,0,7.54,ZA,1708745996
519,ifrane,33.3333,-5.25,274.39,96,99,5.52,MA,1708757769
520,moab,38.5733,-109.5498,282.18,34,100,1.12,US,1708696771
521,chanar ladeado,-33.3252,-62.0383,291.43,46,0,2.31,AR,1708681868
522,tangalle,6.024,80.7911,298.24,88,100,3.16,LK,1708735867
523,plastun,44.7561,136.2939,268.08,35,0,3.7,RU,1708724582
524,arraial do cabo,-22.9661,-42.0278,299.13,83,75,4.63,BR,1708677655
525,saint-francois,46.4154,3.9054,277.84,72,75,3.09,FR,1708756450
526,san patricio,28.017,-97.5169,293.66,51,68,3.79,US,1708693273
527,puerto carreno,6.189,-67.4859,303.14,51,0,2.57,CO,1708685071
528,wenling,28.3669,121.36,278.11,82,100,2.63,CN,1708727138
529,pinotepa nacional,16.3167,-98.0167,295.42,85,0,0.61,MX,1708692834
530,mar del plata,-38.0023,-57.5575,291.45,68,100,11.62,AR,1708680474
531,sao vicente,-23.9631,-46.3919,301.25,26,20,0.89,BR,1708678651
532,haiku-pauwela,20.9219,-156.3051,298.16,74,40,9.77,US,1708707026
533,susangerd,31.5608,48.1831,291.11,37,97,3.04,IR,1708744857
534,medina,24.4686,39.6142,300.39,34,0,4.12,SA,1708746552
535,tura,25.5198,90.2201,292.66,29,2,0.24,IN,1708734464
536,camacupa,-12.0167,17.4833,291.27,93,100,0.39,AO,1708750307
537,miri,4.4148,114.0089,301.23,89,40,2.57,MY,1708727830
538,freeport,40.6576,-73.5832,281.47,81,100,4.63,US,1708688288
539,undurkhaan,47.3194,110.6556,252.43,90,69,1.55,MN,1708730937
540,aswan,24.0934,32.907,295.76,49,0,2.57,EG,1708748143
541,warrenton,-28.114,24.8475,297.34,42,100,4.84,ZA,1708747759
542,golfito,8.639,-83.166,297.33,88,39,0.8,CR,1708688937
543,kerikeri,-35.2268,173.9474,297.77,56,26,4.04,NZ,1708711527
544,porto murtinho,-21.6989,-57.8825,299.14,82,62,2.65,BR,1708681526
545,tofol,5.3248,163.0078,303.03,70,100,5.14,FM,1708716110
546,coyhaique,-45.5752,-72.0662,282.12,71,0,1.54,CL,1708683340
547,zhaobaoshan,29.9695,121.6875,275.16,92,100,6.23,CN,1708727144
548,popondetta,-8.7537,148.2534,297.31,99,100,0.5,PG,1708719061
549,takoradi,4.8845,-1.7554,300.62,82,100,1.29,GH,1708755628
550,gagliano del capo,39.8442,18.3695,287.51,88,100,9.77,IT,1708752501
551,anapolis,-16.3267,-48.9528,294.41,100,40,3.6,BR,1708679644
552,gaspe,48.8334,-64.4819,272.1,86,75,1.03,CA,1708686762
553,kodinsk,58.6881,99.1844,253.7,96,100,1.62,RU,1708734950
554,noyabrsk,63.1994,75.4507,255.5,96,88,4.47,RU,1708741399
555,ocean city,39.2776,-74.5746,279.29,91,99,0.45,US,1708688431
556,gustavsberg,59.3268,18.3898,276.14,89,100,4.93,SE,1708754398
557,mollerussa,41.6333,0.9,277.62,87,77,2.0,ES,1708756811
558,kalabo,-14.97,22.6814,294.04,69,100,2.1,ZM,1708748929
559,kandahar,31.0,65.75,278.12,34,100,3.1,AF,1708740614
560,sakchu-up,40.3894,125.0467,271.88,62,100,0.23,KP,1708726960
561,chunskiy,56.0815,99.6342,249.08,99,100,1.16,RU,1708734487
562,usogorsk,63.4106,48.6872,269.63,94,100,4.03,RU,1708747849
563,conception bay south,47.4999,-52.9981,273.17,97,100,3.23,CA,1708683889
564,lashkar gah,31.5938,64.3716,280.68,27,100,2.3,AF,1708740977
565,juneau,58.3019,-134.4197,276.15,89,75,4.12,US,1708704615
566,crane,31.3974,-102.3501,290.44,29,96,2.84,US,1708694613
567,aykhal,66.0,111.5,253.0,64,100,1.75,RU,1708733385
568,parauapebas,-6.0675,-49.9022,295.98,98,94,0.54,BR,1708680332
569,twin falls,42.3505,-114.6445,281.34,46,0,1.54,US,1708698254
570,le port,-20.9373,55.2919,299.13,82,12,6.53,RE,1708740821
571,puga,21.5833,-104.8167,291.54,66,99,0.6,MX,1708694706
572,katabu,-4.9333,122.5167,303.21,71,60,1.1,ID,1708725400
573,norfolk county,42.1668,-71.2495,278.09,91,100,1.67,US,1708687837
574,banjarmasin,-3.3244,114.591,303.23,64,32,0.52,ID,1708727370
575,burgos,42.3394,-3.7079,275.38,87,100,7.2,ES,1708757965
576,gorom-gorom,14.4439,-0.2361,296.77,14,0,3.67,BF,1708755661
577,salahonda,2.1019,-78.7217,300.1,80,18,3.07,CO,1708687595
578,sandakan,5.8402,118.1179,301.97,79,40,3.6,MY,1708726903
579,greenville,35.6127,-77.3663,285.24,97,100,0.89,US,1708688867
580,beitbridge,-22.2167,30.0,296.41,51,1,3.89,ZW,1708746830
581,carloforte,39.145,8.3058,285.52,68,8,5.58,IT,1708754868
582,kelso,46.1468,-122.9084,289.13,51,0,3.09,US,1708700531
583,namtsy,62.7161,129.6658,240.47,97,92,0.65,RU,1708728323
584,sittwe,20.15,92.9,295.61,66,7,2.47,MM,1708733568
585,cafayate,-26.073,-65.9761,290.95,92,99,2.43,AR,1708683240
586,island harbour,50.724,-1.2758,277.58,88,7,3.35,GB,1708758075
